SolicitudID; Nro solicitud;EnsayoID;ensayo solicitado ;Fecha de creación;Forma de pago;ClienteId;RazonSocial;CUIT_CUIL;EspecieNombre;Condicion_semilla;Fecha inicio ensayo;FechaFinalizacion;Variedad;Baja;PG (normales)%;Año;Moneda;precio_lista;Porcentaje de Bonificación
5594;388675;23;Primer Conteo;2022-10-14 10:32:46.103;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-14 10:32:46.103;2022-10-22 00:00:00.000;NS 5030 IPRO STS ;;;2022;ARS;2000;
5595;388676;1;Poder Germinativo sin curar;2022-10-14 10:33:11.057;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-14 10:33:11.057;2022-10-22 00:00:00.000;NS 5030 IPRO STS ;;97.0;2022;ARS;8815.0;
5596;388676;23;Primer Conteo;2022-10-14 10:33:11.057;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-14 10:33:11.057;2022-10-22 00:00:00.000;NS 5030 IPRO STS ;;;2022;ARS;2000;
5597;388677;1;Poder Germinativo sin curar;2022-10-17 13:00:22.457;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Soja;natural;2022-10-17 13:00:22.457;2022-10-25 00:00:00.000;ENLIST;;85.0;2022;ARS;8815.0;
5598;388678;1;Poder Germinativo sin curar;2022-10-17 13:02:06.707;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Soja;natural;2022-10-17 13:02:06.707;2022-10-25 00:00:00.000;5.3;;94.0;2022;ARS;8815.0;
5599;388679;1;Poder Germinativo sin curar;2022-10-17 13:03:12.870;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Soja;natural;2022-10-17 13:03:12.870;2022-10-25 00:00:00.000;;;90.0;2022;ARS;8815.0;
5600;388680;1;Poder Germinativo sin curar;2022-10-17 15:31:33.883;Cuenta corriente;772;Raúl Vega;23-96282117-7;Soja;natural;2022-10-17 15:31:33.883;2022-10-25 00:00:00.000;;;83.0;2022;ARS;8815.0;
5601;388680;8;Vigor por Tetrazolio en Soja;2022-10-17 15:31:33.883;Cuenta corriente;772;Raúl Vega;23-96282117-7;Soja;natural;2022-10-17 15:31:33.883;2022-10-25 00:00:00.000;;;;2022;ARS;12.000;
5602;388680;4;Peso de 1000 semillas;2022-10-17 15:31:33.883;Cuenta corriente;772;Raúl Vega;23-96282117-7;Soja;natural;2022-10-17 15:31:33.883;2022-10-25 00:00:00.000;;;;2022;ARS;2054;
5603;388680;23;Primer Conteo;2022-10-17 15:31:33.883;Cuenta corriente;772;Raúl Vega;23-96282117-7;Soja;natural;2022-10-17 15:31:33.883;2022-10-25 00:00:00.000;;;;2022;ARS;2000;
5604;388681;1;Poder Germinativo sin curar;2022-10-18 09:42:05.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:42:05.700;2022-10-26 00:00:00.000;NS5028;;91.0;2022;ARS;8815.0;
5605;388681;23;Primer Conteo;2022-10-18 09:42:05.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:42:05.700;2022-10-26 00:00:00.000;NS5028;;;2022;ARS;2000;
5606;388682;1;Poder Germinativo sin curar;2022-10-18 09:46:24.730;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:46:24.730;2022-10-26 00:00:00.000;NS5028;;96.0;2022;ARS;8815.0;
5607;388682;23;Primer Conteo;2022-10-18 09:46:24.730;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:46:24.730;2022-10-26 00:00:00.000;NS5028;;;2022;ARS;2000;
5608;388683;1;Poder Germinativo sin curar;2022-10-18 09:47:10.683;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:47:10.683;2022-10-26 00:00:00.000;NS5028;;92.0;2022;ARS;8815.0;
5609;388683;23;Primer Conteo;2022-10-18 09:47:10.683;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:47:10.683;2022-10-26 00:00:00.000;NS5028;;;2022;ARS;2000;
5610;388684;1;Poder Germinativo sin curar;2022-10-18 09:47:58.903;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:47:58.903;2022-10-26 00:00:00.000;NS5028;;89.0;2022;ARS;8815.0;
5611;388684;23;Primer Conteo;2022-10-18 09:47:58.903;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:47:58.903;2022-10-26 00:00:00.000;NS5028;;;2022;ARS;2000;
5612;388685;1;Poder Germinativo sin curar;2022-10-18 09:49:49.437;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:49:49.437;2022-10-26 00:00:00.000;NS5421;;95.0;2022;ARS;8815.0;
5613;388685;23;Primer Conteo;2022-10-18 09:49:49.437;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:49:49.437;2022-10-26 00:00:00.000;NS5421;;;2022;ARS;2000;
5614;388686;1;Poder Germinativo sin curar;2022-10-18 09:50:41.407;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:50:41.407;2022-10-26 00:00:00.000;NS5421;;95.0;2022;ARS;8815.0;
5615;388686;23;Primer Conteo;2022-10-18 09:50:41.407;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:50:41.407;2022-10-26 00:00:00.000;NS5421;;;2022;ARS;2000;
5616;388687;1;Poder Germinativo sin curar;2022-10-18 09:51:04.220;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:51:04.220;2022-10-26 00:00:00.000;NS5421;;97.0;2022;ARS;8815.0;
5617;388687;23;Primer Conteo;2022-10-18 09:51:04.220;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:51:04.220;2022-10-26 00:00:00.000;NS5421;;;2022;ARS;2000;
5618;388688;1;Poder Germinativo sin curar;2022-10-18 09:51:21.783;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:51:21.783;2022-10-26 00:00:00.000;NS5421;;97.0;2022;ARS;8815.0;
5619;388688;23;Primer Conteo;2022-10-18 09:51:21.783;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 09:51:21.783;2022-10-26 00:00:00.000;NS5421;;;2022;ARS;2000;
5620;388689;1;Poder Germinativo sin curar;2022-10-18 12:04:49.487;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:04:49.487;2022-10-26 00:00:00.000;NS6120;;97.0;2022;ARS;8815.0;
5621;388689;23;Primer Conteo;2022-10-18 12:04:49.487;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:04:49.487;2022-10-26 00:00:00.000;NS6120;;;2022;ARS;2000;
5622;388690;1;Poder Germinativo sin curar;2022-10-18 12:05:29.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:05:29.700;2022-10-26 00:00:00.000;NS6120;;96.0;2022;ARS;8815.0;
5623;388690;23;Primer Conteo;2022-10-18 12:05:29.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:05:29.700;2022-10-26 00:00:00.000;NS6120;;;2022;ARS;2000;
5624;388691;1;Poder Germinativo sin curar;2022-10-18 12:05:57.567;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:05:57.567;2022-10-26 00:00:00.000;NS6120;;97.0;2022;ARS;8815.0;
5625;388691;23;Primer Conteo;2022-10-18 12:05:57.567;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:05:57.567;2022-10-26 00:00:00.000;NS6120;;;2022;ARS;2000;
5626;388692;1;Poder Germinativo sin curar;2022-10-18 12:06:19.597;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:06:19.597;2022-10-26 00:00:00.000;NS6120;;95.0;2022;ARS;8815.0;
5627;388692;23;Primer Conteo;2022-10-18 12:06:19.597;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:06:19.597;2022-10-26 00:00:00.000;NS6120;;;2022;ARS;2000;
5628;388693;1;Poder Germinativo sin curar;2022-10-18 12:06:47.227;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:06:47.227;2022-10-26 00:00:00.000;NS6120;;95.0;2022;ARS;8815.0;
5629;388693;23;Primer Conteo;2022-10-18 12:06:47.227;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 12:06:47.227;2022-10-26 00:00:00.000;NS6120;;;2022;ARS;2000;
5630;388694;1;Poder Germinativo sin curar;2022-10-18 10:27:07.950;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:27:07.950;2022-10-24 10:39:27.303;NS6212 IPRO STS;;96.0;2022;ARS;8815.0;
5631;388694;23;Primer Conteo;2022-10-18 10:27:07.950;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:27:07.950;2022-10-24 10:39:27.303;NS6212 IPRO STS;;;2022;ARS;2000;
5632;388695;1;Poder Germinativo sin curar;2022-10-18 10:28:15.970;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:28:15.970;2022-10-26 00:00:00.000;NS6212 IPRO STS;;94.0;2022;ARS;8815.0;
5633;388695;23;Primer Conteo;2022-10-18 10:28:15.970;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:28:15.970;2022-10-26 00:00:00.000;NS6212 IPRO STS;;;2022;ARS;2000;
5634;388696;1;Poder Germinativo sin curar;2022-10-18 10:28:39.797;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:28:39.797;2022-10-26 00:00:00.000;NS6212 IPRO STS;;96.0;2022;ARS;8815.0;
5635;388696;23;Primer Conteo;2022-10-18 10:28:39.797;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:28:39.797;2022-10-26 00:00:00.000;NS6212 IPRO STS;;;2022;ARS;2000;
5636;388697;1;Poder Germinativo sin curar;2022-10-18 10:29:24.720;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:29:24.720;2022-10-26 00:00:00.000;NS6212 IPRO STS;;95.0;2022;ARS;8815.0;
5637;388697;23;Primer Conteo;2022-10-18 10:29:24.720;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:29:24.720;2022-10-26 00:00:00.000;NS6212 IPRO STS;;;2022;ARS;2000;
5638;388698;1;Poder Germinativo sin curar;2022-10-18 10:30:06.820;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:30:06.820;2022-10-26 00:00:00.000;NS6212 IPRO STS;;94.0;2022;ARS;8815.0;
5639;388698;23;Primer Conteo;2022-10-18 10:30:06.820;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:30:06.820;2022-10-26 00:00:00.000;NS6212 IPRO STS;;;2022;ARS;2000;
5640;388699;1;Poder Germinativo sin curar;2022-10-18 10:33:45.153;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:33:45.153;2022-10-26 00:00:00.000;NS6212;;95.0;2022;ARS;8815.0;
5641;388699;23;Primer Conteo;2022-10-18 10:33:45.153;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:33:45.153;2022-10-26 00:00:00.000;NS6212;;;2022;ARS;2000;
5642;388700;1;Poder Germinativo sin curar;2022-10-18 10:34:25.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:34:25.700;2022-10-26 00:00:00.000;NS6212;;98.0;2022;ARS;8815.0;
5643;388700;23;Primer Conteo;2022-10-18 10:34:25.700;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-18 10:34:25.700;2022-10-26 00:00:00.000;NS6212;;;2022;ARS;2000;
5644;388702;1;Poder Germinativo sin curar;2022-10-18 14:23:10.470;Cuenta corriente;981;Campo Norte S.R.L.;33-61220073-9;Soja;natural;2022-10-18 14:23:10.470;2022-10-26 00:00:00.000;DM50i17 (EL INMIGRANTE - Va. del Rosario);;99.0;2022;ARS;8815.0;
5645;388702;23;Primer Conteo;2022-10-18 14:23:10.470;Cuenta corriente;981;Campo Norte S.R.L.;33-61220073-9;Soja;natural;2022-10-18 14:23:10.470;2022-10-26 00:00:00.000;DM50i17 (EL INMIGRANTE - Va. del Rosario);;;2022;ARS;2000;
5646;388703;1;Poder Germinativo sin curar;2022-10-19 09:47:00.910;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2022-10-19 09:47:00.910;2022-10-27 00:00:00.000;4,90E+22;;92.0;2022;ARS;8815.0;
5647;388703;2;Poder Germinativo curado;2022-10-19 09:47:00.910;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2022-10-19 09:47:00.910;2022-10-27 00:00:00.000;4,90E+22;;92.0;2022;ARS;8815.0;
5648;388704;1;Poder Germinativo sin curar;2022-10-19 09:47:36.567;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2022-10-19 09:47:36.567;2022-10-27 00:00:00.000;4,90E+22;;89.0;2022;ARS;8815.0;
5649;388704;2;Poder Germinativo curado;2022-10-19 09:47:36.567;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2022-10-19 09:47:36.567;2022-10-27 00:00:00.000;4,90E+22;;89.0;2022;ARS;8815.0;
5650;388705;1;Poder Germinativo sin curar;2022-10-19 09:50:49.250;Efectivo;1425;AgroLitoral S.A.;33-38427073-8;Soja;natural;2022-10-19 09:50:49.250;2022-10-27 00:00:00.000;50i17;;92.0;2022;ARS;8815.0;
5651;388705;23;Primer Conteo;2022-10-19 09:50:49.250;Efectivo;1425;AgroLitoral S.A.;33-38427073-8;Soja;natural;2022-10-19 09:50:49.250;2022-10-27 00:00:00.000;50i17;;;2022;ARS;2000;
5652;388708;1;Poder Germinativo sin curar;2022-10-20 16:16:52.397;Cuenta corriente;5008;Juan Pérez;27-96911784-5;Sesamo;natural;2022-10-20 16:16:52.397;2022-10-26 00:00:00.000;;;;2022;ARS;8815.0;
5653;388709;1;Poder Germinativo sin curar;2022-10-20 16:17:23.890;Cuenta corriente;5008;Juan Pérez;27-96911784-5;Sesamo;natural;2022-10-20 16:17:23.890;2022-10-26 00:00:00.000;;;;2022;ARS;8815.0;
5654;388710;1;Poder Germinativo sin curar;2022-10-20 11:11:06.150;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2022-10-20 11:11:06.150;2022-10-28 00:00:00.000;5017;;95.0;2022;ARS;8815.0;
5655;388710;2;Poder Germinativo curado;2022-10-20 11:11:06.150;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2022-10-20 11:11:06.150;2022-10-28 00:00:00.000;5017;;95.0;2022;ARS;8815.0;
5656;388711;1;Poder Germinativo sin curar;2022-10-20 11:11:24.350;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2022-10-20 11:11:24.350;2022-10-28 00:00:00.000;4620;;85.0;2022;ARS;8815.0;
5657;388711;2;Poder Germinativo curado;2022-10-20 11:11:24.350;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2022-10-20 11:11:24.350;2022-10-28 00:00:00.000;4620;;85.0;2022;ARS;8815.0;
5658;388712;1;Poder Germinativo sin curar;2022-10-20 12:07:21.343;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:21.343;2022-10-28 00:00:00.000;4990;;90.0;2022;ARS;8815.0;
5659;388712;2;Poder Germinativo curado;2022-10-20 12:07:21.343;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:21.343;2022-10-28 00:00:00.000;4990;;90.0;2022;ARS;8815.0;
5660;388712;4;Peso de 1000 semillas;2022-10-20 12:07:21.343;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:21.343;2022-10-28 00:00:00.000;4990;;;2022;ARS;2054;
5661;388713;1;Poder Germinativo sin curar;2022-10-20 12:07:54.060;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:54.060;2022-10-28 00:00:00.000;5009;;84.0;2022;ARS;8815.0;
5662;388713;2;Poder Germinativo curado;2022-10-20 12:07:54.060;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:54.060;2022-10-28 00:00:00.000;5009;;84.0;2022;ARS;8815.0;
5663;388713;4;Peso de 1000 semillas;2022-10-20 12:07:54.060;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:07:54.060;2022-10-28 00:00:00.000;5009;;;2022;ARS;2054;
5664;388714;1;Poder Germinativo sin curar;2022-10-20 12:08:32.213;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:08:32.213;2022-10-28 00:00:00.000;60i62;;85.0;2022;ARS;8815.0;
5665;388714;2;Poder Germinativo curado;2022-10-20 12:08:32.213;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:08:32.213;2022-10-28 00:00:00.000;60i62;;85.0;2022;ARS;8815.0;
5666;388714;4;Peso de 1000 semillas;2022-10-20 12:08:32.213;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-20 12:08:32.213;2022-10-28 00:00:00.000;60i62;;;2022;ARS;2054;
5667;388773;1;Poder Germinativo sin curar;2022-10-21 12:34:27.923;Cuenta corriente;104;Patricia López;27-47338124-0;Sorgo;tratada;2022-10-21 12:34:27.923;2022-11-05 00:00:00.000;E1869;;70.0;2022;ARS;8815.0;
5668;388774;1;Poder Germinativo sin curar;2022-10-21 12:35:25.123;Cuenta corriente;104;Patricia López;27-47338124-0;Sorgo;tratada;2022-10-21 12:35:25.123;2022-11-05 00:00:00.000;E1870;;70.0;2022;ARS;8815.0;
5669;388775;1;Poder Germinativo sin curar;2022-10-21 12:37:18.150;Cuenta corriente;104;Patricia López;27-47338124-0;Setaria;natural;2022-10-21 12:37:18.150;2022-11-11 00:00:00.000;SPHACELATA - E1871;;;2022;ARS;8815.0;
5670;388776;3;Poder germinativo sin curar;2022-10-21 12:38:46.857;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:38:46.857;2022-11-09 00:00:00.000;E1837;;;2022;ARS;8815.0;
5671;388776;16;Repeticiones en Peso;2022-10-21 12:38:46.857;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:38:46.857;2022-11-09 00:00:00.000;E1837;;;2022;ARS;4100.0;
5672;388777;3;Poder germinativo sin curar;2022-10-21 12:41:11.437;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:41:11.437;2022-11-09 00:00:00.000;E1854;;;2022;ARS;8815.0;
5673;388777;16;Repeticiones en Peso;2022-10-21 12:41:11.437;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:41:11.437;2022-11-09 00:00:00.000;E1854;;;2022;ARS;4100.0;
5674;388778;3;Poder germinativo sin curar;2022-10-21 12:51:47.943;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:51:47.943;2022-11-09 00:00:00.000;E1858;;;2022;ARS;8815.0;
5675;388778;16;Repeticiones en Peso;2022-10-21 12:51:47.943;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:51:47.943;2022-11-09 00:00:00.000;E1858;;;2022;ARS;4100.0;
5676;388779;3;Poder germinativo sin curar;2022-10-21 12:52:29.910;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:52:29.910;2022-11-09 00:00:00.000;E1859;;;2022;ARS;8815.0;
5677;388779;16;Repeticiones en Peso;2022-10-21 12:52:29.910;Cuenta corriente;104;Patricia López;27-47338124-0;Grama Rhodes;recubierta;2022-10-21 12:52:29.910;2022-11-09 00:00:00.000;E1859;;;2022;ARS;4100.0;
5678;388780;1;Poder Germinativo sin curar;2022-10-21 13:03:02.117;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:03:02.117;2022-11-02 14:07:32.900;DM 60i62;;86.0;2022;ARS;8815.0;
5679;388780;2;Poder Germinativo curado;2022-10-21 13:03:02.117;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:03:02.117;2022-11-02 14:07:32.900;DM 60i62;;86.0;2022;ARS;8815.0;
5680;388781;1;Poder Germinativo sin curar;2022-10-21 13:03:39.417;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:03:39.417;2022-11-02 14:12:28.210;DM 60i62;;85.0;2022;ARS;8815.0;
5681;388781;2;Poder Germinativo curado;2022-10-21 13:03:39.417;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:03:39.417;2022-11-02 14:12:28.210;DM 60i62;;85.0;2022;ARS;8815.0;
5682;388782;2;Poder Germinativo curado;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;96.0;2022;ARS;8815.0;
5683;388782;2;Poder Germinativo curado;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;96.0;2022;ARS;8815.0;
5684;388782;17;Vigor por Cold Test;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;;2022;ARS;5000;
5685;388782;17;Vigor por Cold Test;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;;2022;ARS;5000;
5686;388782;1;Poder Germinativo sin curar;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;96.0;2022;ARS;8815.0;
5687;388782;1;Poder Germinativo sin curar;2022-10-21 13:19:13.830;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2022-10-21 13:19:13.830;2022-11-03 10:00:56.527;BIO 6.0 STS BIOCERES;;96.0;2022;ARS;8815.0;
5688;388783;1;Poder Germinativo sin curar;2022-10-21 13:26:29.237;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-21 13:26:29.237;2022-10-29 00:00:00.000;53i53;;87.0;2022;ARS;8815.0;
5689;388783;2;Poder Germinativo curado;2022-10-21 13:26:29.237;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-21 13:26:29.237;2022-10-29 00:00:00.000;53i53;;87.0;2022;ARS;8815.0;
5690;388783;4;Peso de 1000 semillas;2022-10-21 13:26:29.237;Cuenta corriente;1311;Analía Miranda;23-12614124-1;Soja;natural;2022-10-21 13:26:29.237;2022-10-29 00:00:00.000;53i53;;;2022;ARS;2054;
5691;388784;2;Poder Germinativo curado;2022-10-21 13:33:13.147;Cuenta corriente;3920;Cooperativa Agrícola Berrotarán;33-39854548-3;Soja;natural;2022-10-21 13:33:13.147;2022-10-29 00:00:00.000;DON MARIO 5017 INTACTA;;83.0;2022;ARS;8815.0;
5692;388784;23;Primer Conteo;2022-10-21 13:33:13.147;Cuenta corriente;3920;Cooperativa Agrícola Berrotarán;33-39854548-3;Soja;natural;2022-10-21 13:33:13.147;2022-10-29 00:00:00.000;DON MARIO 5017 INTACTA;;;2022;ARS;2000;
5693;388785;2;Poder Germinativo curado;2022-10-21 13:33:43.117;Cuenta corriente;3920;Cooperativa Agrícola Berrotarán;33-39854548-3;Soja;natural;2022-10-21 13:33:43.117;2022-10-29 00:00:00.000;DON MARIO 5017 INTACTA;;82.0;2022;ARS;8815.0;
5694;388785;23;Primer Conteo;2022-10-21 13:33:43.117;Cuenta corriente;3920;Cooperativa Agrícola Berrotarán;33-39854548-3;Soja;natural;2022-10-21 13:33:43.117;2022-10-29 00:00:00.000;DON MARIO 5017 INTACTA;;;2022;ARS;2000;
5695;388786;1;Poder Germinativo sin curar;2022-10-21 13:37:35.993;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:37:35.993;2022-10-29 00:00:00.000;50i17;;99.0;2022;ARS;8815.0;
5696;388786;23;Primer Conteo;2022-10-21 13:37:35.993;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:37:35.993;2022-10-29 00:00:00.000;50i17;;;2022;ARS;2000;
5697;388787;1;Poder Germinativo sin curar;2022-10-21 13:37:56.057;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:37:56.057;2022-10-29 00:00:00.000;50i17;;95.0;2022;ARS;8815.0;
5698;388787;23;Primer Conteo;2022-10-21 13:37:56.057;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:37:56.057;2022-10-29 00:00:00.000;50i17;;;2022;ARS;2000;
5699;388788;1;Poder Germinativo sin curar;2022-10-21 13:38:16.950;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:38:16.950;2022-10-29 00:00:00.000;5958;;97.0;2022;ARS;8815.0;
5700;388788;23;Primer Conteo;2022-10-21 13:38:16.950;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:38:16.950;2022-10-29 00:00:00.000;5958;;;2022;ARS;2000;
5701;388789;1;Poder Germinativo sin curar;2022-10-21 13:38:34.903;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:38:34.903;2022-10-29 00:00:00.000;50i17;;98.0;2022;ARS;8815.0;
5702;388789;23;Primer Conteo;2022-10-21 13:38:34.903;Cuenta corriente;1416;El Sorgo S.R.L.;30-45575298-8;Soja;natural;2022-10-21 13:38:34.903;2022-10-29 00:00:00.000;50i17;;;2022;ARS;2000;
5703;388790;2;Poder Germinativo curado;2022-10-24 12:31:07.117;Efectivo;5009;Campo Chaqueño S.R.L.;30-66379329-7;Soja;natural;2022-10-24 12:31:07.117;2022-11-01 00:00:00.000;46i20;;93.0;2022;ARS;8815.0;
